RespondentID,Support Region,Current Role,Current Role Other,Time with company,Supervisor,Supervise supervisors,Location,Location (Other),Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,Competitive pricing,Other,Q7. Other,What do you believe is the PRIMARY attribute that differentiates Exterran or makes us better than other companies in the industry?,Have you spoken with an Exterran customer or potential customer in the past 6 months?,Please tell us how strongly you agree or disagree with the following statement: I have the tools I need to talk about Exterran's advantages with customers and potential customers.,Talking points/messages,Print advertising,Video (mobile),PowerPoint Slides,Product brochures,Technical literature,Other,Reasons 1 Code,Reason 1 Translated,Reason 1 Code 1,Reason 1 Code 2,Reason 2 ,Reason 2 Translated,Reason 2 Code 1,Reason 2 Code 2,Reason 3,Reason 3 Translated,Reason 3 Code 1,Reason 3 Code 2,"In your experience, What do customers most frequently tell you is the main reason that they choose Exterran over other providers?",Otherpleasespecify_B,"In your opinion, If a customer does not choose Exterran, what is the main reason they are likely to choose another provider?",Q14 Translated,Q14 Code 1,Q14 Code 2,Q14 Code 3
2007484373,Latin American (LA Region),Corporate/Office/Administration,,6 to 10 years,No,,Argentina,,,,Market Leadership,,,,Global presence,Reputation,Experience in industry,Expertise of people,,,,,,Global presence,Yes,Somewhat agree,,Print advertising,,,Product brochures,,,Expertise of the people,,Well-trained/qualified personnel,,global presense,,Global support,,,,,,Technical competence,,Price,,Price,,
2008786158,Eastern Hemisphere (EH Region),Field Operations,EH Operations Support,1 to 5 years,No,,UAE,,,,,Reliability,,,,,,Expertise of people,,,,,,Global presence,Yes,Somewhat agree,Talking points/messages,,,PowerPoint Slides,Product brochures,,,of our experience & expertise in compression business.,,Experience/industry knowledge,,global presence & ability to provide total compression solution.,,Global support,Offers solutions to any problem,,,,,Technical competence,Quality & techinical competence.,"Price, speed & service.",,Price,Delivery,
2007289026,North America (NA Region),Corporate/Office/Administration,,More than 10 years,No,,"Broken Arrow, OK",,,,,,,,,,Experience in industry,Expertise of people,,Speed in delivery,,,,Global presence,Yes,Somewhat agree,,,,PowerPoint Slides,,,,New Quick Start Program,,Other,,Expertise in Process & Treating personnel,,Technical experts,,,,,,Price,,Bad experience with one of our other product lines.,,Poor previous experience with Exterran,,
2112254391,North America (NA Region),Field Operations,field tech,6 to 10 years,No,,"Farmington, NM",,Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,Competitive pricing,,,Market leadership,Yes,Somewhat agree,Talking points/messages,,Video (mobile),PowerPoint Slides,,Technical literature,,customer service,,Customer service focused,,experience employs,,Experience/industry knowledge,,,,,,Quality,,costs,,Price,,
2090675862,Corporate Services Group (CSG),Corporate/Office/Administration,BT,Less than 1 year,No,,Houston - Greenspoint North,,Customer service,,,,,,,Reputation,Experience in industry,,,,,,,Competitive pricing,Yes,Strongly disagree,,,,,,,,leadership,,Best,,experience,,Experience/industry knowledge,,,,,,Service,,,,,,
2007227092,All regions/functions (executive),Corporate/Office/Administration,,1 to 5 years,No,,Houston - Greenspoint North,,,,,,,,,,,,,,,,,,Yes,Somewhat agree,,,,,,,,customer service,,Customer service focused,,experience,,Experience/industry knowledge,,,,,,,,,,,,
2030066851,Latin American (LA Region),Field Operations,,1 to 5 years,No,,Bolivia,,,,,Reliability,Performance,Quality,,Reputation,Experience in industry,Expertise of people,,,,,,Global presence,Yes,Somewhat agree,,Print advertising,Video (mobile),,,,,cuenta con el personal especialisado para cada trabajo,Staff is specially trained for the job,Well-trained/qualified personnel,,es una compñia con presencia en todo el mundo,A world wide presence,Global support,,,,,,Technical competence,,,,,,
2007323576,North America (NA Region),Field Operations,,More than 10 years,Yes,Yes,"Oak Hill, WV",,Customer service,Technological innovation,,,,,,,,Expertise of people,,,,,,Global presence,Yes,Somewhat agree,,,,,Product brochures,,,Expert service,,Technical experts,,Equipment Availability,,Availability,,,,,,Technical competence,,Price of equipment,,Price,,
2007311240,Latin American (LA Region),,Gerenciamento de Projetos,1 to 5 years,Yes,No,Brazil,,,,Market Leadership,,Performance,,,,Experience in industry,Expertise of people,,,,,,Experience in industry,Yes,Somewhat disagree,,,,PowerPoint Slides,,Technical literature,Treinamento especializado da equipe que tem contato com o cliente,Líder de Mercado,Market Leader,Best,,Equipe Experiente,Experienced team,Technical experts,,,,,,Experienced workforce,,"A deficiência atual no ""atendimento"" ao Cliente. A EXTERRAN precisa estreitar seus laços com o Cliente.","The current deficiency in the ""service"" to you. Exterran need to strengthen its ties with the Customer.",Customer Service,,
2007518420,Latin American (LA Region),Engineering,,Less than 1 year,No,,Bolivia,,Customer service,,,Reliability,Performance,Quality,Global presence,Reputation,,,,,,,,Speed in delivery,Yes,Somewhat agree,,,,,,Technical literature,,realiza trabajos pensando en las necesidades del cliente,Does the job with the client's needs in mind,Customer service focused,,el cliente siempre obtiene lo acordado,Customer always gets what was agreed upon,Always get job done/Reliable,,,,,,Experienced workforce,,precio,Price,Price,,
2054183984,North America (NA Region),Field Operations,,More than 10 years,Yes,No,"Wray, CO",,Customer service,,,Reliability,Performance,,,,,,,Speed in delivery,,,,Market leadership,Yes,Strongly Agree,Talking points/messages,,,,,,,fst locations,,Global support,,diveristy,,Other,,,,,,Quality,,price,,Price,,
2008620761,North America (NA Region),Field Operations,,1 to 5 years,No,,"Bridgeport, TX",,Customer service,,,Reliability,Performance,,,,,,,,,,,Market leadership,Yes,Somewhat disagree,,,,,,,more training,of customer service,,Customer service focused,,dependablity,,Always get job done/Reliable,,,,,,Quality,,price,,Price,,
2007260659,North America (NA Region),Field Operations,,More than 10 years,Yes,No,"Broussard, LA",,Customer service,,,,,,,Reputation,,,,,,,,Experience in industry,Yes,Somewhat agree,,Print advertising,,,,,"hats,caps,",we have better service,,Customer service focused,,customer support,,Customer service focused,,,,,,Quality,,rental price,,Price,,
2023243111,North America (NA Region),Field Operations,,More than 10 years,No,,"Broussard, LA",,Customer service,,,,,,,,,,,,,,,Market leadership,Yes,Somewhat agree,Talking points/messages,,,,,,,have good run time,,Timely delivery,,customer sevice,,Customer service focused,,,,,,Quality,,Price,,Price,,
2090712230,North America (NA Region),Fabrication/Shop,,6 to 10 years,Yes,Yes,Houston - NHR,,Customer service,,,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,,,,,,Market leadership,Yes,Somewhat agree,,,,PowerPoint Slides,Product brochures,,,we can provide multiple services with high quality,,Range of capabilities,,customer service is our core value,,Customer service focused,,,,,,,,,,,,
2008226871,Latin American (LA Region),,Compras internas,More than 10 years,No,,Bolivia,,Customer service,,,Reliability,,Quality,Global presence,Reputation,Experience in industry,,,Speed in delivery,Competitive pricing,,,Reputation,Yes,Somewhat agree,,,,,Product brochures,,,cumple con el cliente con calidad y confiabilidad,provides the client quality and reliability,Customer service focused,,Cumple con las leyes y normas de QHSE,Complies with the laws and rules of QHSE,Safety,,,,,,Service,,"El precio, aunque al hacerlo sacrifican calidad.","The price, though in doing so they sacrifice quality.",Price,,
2007320129,North America (NA Region),Field Operations,,6 to 10 years,Yes,No,"Kilgore, TX",,Customer service,,,Reliability,Performance,Quality,,,,,,Speed in delivery,,,,Market leadership,Yes,Somewhat agree,Talking points/messages,,,,,Technical literature,,quality of work,,Quality,,costomer orientation,,Customer service focused,,,,,,Quality,,Speaking from anAMS standpoint cost of services,,Other,,
2007203017,North America (NA Region),Field Operations,,1 to 5 years,Yes,Yes,Canada,,Customer service,,,,,,Global presence,,Experience in industry,,Breadth and scale of offerings,,,,,Experience in industry,Yes,Somewhat disagree,Talking points/messages,Print advertising,,PowerPoint Slides,,Technical literature,,Strategic locations,,Global support,,Competitive parts pricing,,Best Price/Competitive Price,,,,,,Experienced workforce,,Labour rate.  Our branding does not tell potential new customers what our business is.,,Price,Unfamiliar with Exterran,
2007213413,North America (NA Region),Engineering,Have an applications engineering title but doing many sales oriented and business development tasks.,1 to 5 years,No,,"Houma, LA",,,,,,,,,,Experience in industry,Expertise of people,,,,,,Customer service,Yes,Somewhat disagree,Talking points/messages,,Video (mobile),PowerPoint Slides,Product brochures,,,Expertise of services/products on the Production side,,Technical experts,,Capability to meet all needs on production side,,Offers solutions to any problem,,,,,,,Reliablility,"Not being aware of who Exterran is and what we are capable of.  Our marketing, advertising and branding of our company leaves much to be desired.  I am answering these questions very often as to the 'who and what' is Exterran.",,Unfamiliar with Exterran,,
2090741156,Latin American (LA Region),Field Operations,,6 to 10 years,No,,Brazil,,Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,,,Experience in industry,,Breadth and scale of offerings,,,,,,Yes,Somewhat agree,,Print advertising,Video (mobile),PowerPoint Slides,Product brochures,Technical literature,,Equipamrentodos novos,New equipment,Better equipment,,Boa comunicação,Good communication,Other,,,,,,Technical competence,Falta treinamentos para equipe,Serviços,Services,Customer Service,,
2028654051,North America (NA Region),Corporate/Office/Administration,,1 to 5 years,No,,"Broussard, LA",,Customer service,,,Reliability,,,Global presence,,Experience in industry,Expertise of people,Breadth and scale of offerings,,Competitive pricing,,,Market leadership,Yes,Somewhat agree,,Print advertising,,,Product brochures,Technical literature,,of reliable and experienced customer service.,,Experience/industry knowledge,Always get job done/Reliable,better pricing due to better prices from vendors.,,Best Price/Competitive Price,,,,,,Technical competence,,speed of service,,Customer Service,,
2011174879,North America (NA Region),Engineering,,1 to 5 years,No,,"Zapata, TX","Nicholson, PA",,,,,,,,,,,Breadth and scale of offerings,Speed in delivery,Competitive pricing,,,Customer service,Yes,Somewhat agree,Talking points/messages,,,,,Technical literature,,because we offer a broad range of equipment.,,Range of products,,because our delivery is typically better than our competitors.,,Timely delivery,,,,,,,,,,,,
2090709804,Latin American (LA Region),Field Operations,,More than 10 years,Yes,Yes,Brazil,,Customer service,,,,Performance,,,,,,,,,,,Technological innovatin,Yes,Somewhat agree,,,,PowerPoint Slides,,Technical literature,,strong feild experience,,Experience/industry knowledge,,asset base,,Vast resources,,,,,,Quality,,speed,,,,
2025074794,Corporate Services Group (CSG),Corporate/Office/Administration,,1 to 5 years,Yes,No,Houston - Greenspoint North,,,,,,Performance,,,,Experience in industry,,,,,,,Technological innovatin,Yes,Somewhat agree,Talking points/messages,,,,,,,I am not generally selling business,,Don't know,,and the representatives I sepak with are not those who purchase,,Other,,,,,,,I'm not normally given this information,"customer service issues getting orders processed, paperwork, invoicing - the 'red tape' we generate.",,Customer Service,Billing issues,
2018336347,North America (NA Region),Sales/Business Development,,6 to 10 years,No,,"Oak Hill, WV",,Customer service,,Market Leadership,Reliability,Performance,,,,,,,Speed in delivery,,,,Reliability,Yes,Somewhat agree,,,,,Product brochures,,,nationwide resources for parts,,Global support,,ability to deliver parts when needed via company truck,,Large inventory/fleet,Timely delivery,,,,,Quality,,relationship or lack there of with sales rep.,,Previous Relationship with Competitor,,
2007204286,Eastern Hemisphere (EH Region),Corporate/Office/Administration,,1 to 5 years,Yes,No,United Kingdom,,Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,Competitive pricing,,,Reputation,Yes,Somewhat agree,Talking points/messages,,,PowerPoint Slides,,,,you require.,,Other,,,,,,,,,,Service,,Reputation,,Reputation,,
2007203898,North America (NA Region),Engineering,,1 to 5 years,No,,Greenspoint South,,,,,,Performance,,,,,,,,,,,Speed in delivery,Yes,Strongly disagree,,Print advertising,,PowerPoint Slides,,Technical literature,,wide range of products we offer,,Range of products,,,,,,,,,,Breadth of offering,,"price, and deliverable time frame.",,Price,Delivery,
2008475063,Operations Services Group (OSG),Corporate/Office/Administration,Supply Chain,1 to 5 years,Yes,No,Houston - Brittmoore,,Customer service,,,,,,Global presence,,Experience in industry,,,,,,,Experience in industry,Yes,Somewhat disagree,Talking points/messages,,,,,,,we will get the job done no matter what,,Always get job done/Reliable,,,,,,,,,,Price,,bid does not match RFQ requirements  Price  Exterran's rigorous compliance practices,,Not meeting specifications,Price,
2091881275,North America (NA Region),Field Operations,,1 to 5 years,No,,"Farmington, NM",,,,,,,,,,,,,,,14,I don't know that we are any better than the others.,,Yes,Somewhat agree,,,,,Product brochures,Technical literature,,We will do the work for cheap,,Best Price/Competitive Price,,,,,,,,,,,Our ability to provide horsepower,Better service quality,,Customer Service,,
2007267856,North America (NA Region),Corporate/Office/Administration,accounting,1 to 5 years,No,,Houston - Greenspoint North,,Customer service,Technological innovation,Market Leadership,,,,,,,,,Speed in delivery,Competitive pricing,,,Expertise of people,Yes,Somewhat disagree,Talking points/messages,,,,,,,we wil go above and beyond to get it right,,Always get job done/Reliable,,,,,,,,,,,NA,price and / or speed of delivery,,Price,Delivery,
2090678396,Eastern Hemisphere (EH Region),Field Operations,,More than 10 years,Yes,Yes,Indonesia,,Customer service,Technological innovation,,,Performance,Quality,,Reputation,,,,,,,,Performance,Yes,Strongly Agree,Talking points/messages,,,,,,,we understand you expectation,,Customer service focused,,,,,,,,,,Service,,Higher price,,Price,,
