RespondentID,Support Region,Current Role,Current Role Other,Time with company,Supervisor,Supervise supervisors,Location,Location (Other),Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,Competitive pricing,Other,Q7. Other,What do you believe is the PRIMARY attribute that differentiates Exterran or makes us better than other companies in the industry?,Have you spoken with an Exterran customer or potential customer in the past 6 months?,Please tell us how strongly you agree or disagree with the following statement: I have the tools I need to talk about Exterran's advantages with customers and potential customers.,Talking points/messages,Print advertising,Video (mobile),PowerPoint Slides,Product brochures,Technical literature,Other,Reasons 1 Code,Reason 1 Translated,Reason 1 Code 1,Reason 1 Code 2,Reason 2 ,Reason 2 Translated,Reason 2 Code 1,Reason 2 Code 2,Reason 3,Reason 3 Translated,Reason 3 Code 1,Reason 3 Code 2,"In your experience, What do customers most frequently tell you is the main reason that they choose Exterran over other providers?",Otherpleasespecify_B,"In your opinion, If a customer does not choose Exterran, what is the main reason they are likely to choose another provider?",Q14 Translated,Q14 Code 1,Q14 Code 2,Q14 Code 3
2090681322,North America (NA Region),Corporate/Office/Administration,,1 to 5 years,No,,Houston - NHR,,Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,Competitive pricing,,,Speed in delivery,No,,,,,,,,,,,,,,,,,,,,,,,SERVICES PERFORMANCE,,Customer Service,,
2090680291,Latin American (LA Region),Corporate/Office/Administration,,More than 10 years,Yes,No,Houston - Greenspoint North,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090678151,Eastern Hemisphere (EH Region),Field Operations,,1 to 5 years,Yes,No,Pakistan,,Customer service,,,Reliability,Performance,Quality,,,,,,Speed in delivery,,,,Technological innovatin,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
20906766,North America (NA Region),Corporate/Office/Administration,,1 to 5 years,No,,Houston - Greenspoint North,,Customer service,,,Reliability,,,,,Experience in industry,Expertise of people,,,,,,Reliability,No,,,,,,,,,,,,,,,,,,,,,,,cost and the possiblity of fleet age,,Price,Better equipment,
2090676679,Operations Services Group (OSG),Corporate/Office/Administration,OSG,More than 10 years,No,,Houston - Brittmoore,,Customer service,Technological innovation,,Reliability,Performance,Quality,,,,Expertise of people,,Speed in delivery,,,,Global presence,No,,,,,,,,,,,,,,,,,,,,,,,Price,,Price,,
2090675639,Eastern Hemisphere (EH Region),Engineering,,1 to 5 years,No,,UAE,,Customer service,Technological innovation,,,Performance,Quality,,,,,,,,,,Technological innovatin,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090675275,Latin American (LA Region),Corporate/Office/Administration,,More than 10 years,Yes,Yes,Brazil,,Customer service,,,Reliability,,,Global presence,Reputation,,Expertise of people,,Speed in delivery,,,,Market leadership,No,,,,,,,,,,,,,,,,,,,,,,,Better prices and atention to the customer,,Price,Customer Service,
2090675271,Operations Services Group (OSG),Engineering,,More than 10 years,No,,Houston - Brittmoore,,,,,,,,Global presence,,Experience in industry,,Breadth and scale of offerings,,Competitive pricing,,,Breadth and scale of offerings,No,,,,,,,,,,,,,,,,,,,,,,,I believe a customer would pay a little more providing they receive a quality product in a timely manner and excellent customer service.,,Quality,Delivery,Customer Service
2090674650,Corporate Services Group (CSG),Corporate/Office/Administration,,1 to 5 years,No,,Houston - Greenspoint North,,,,,,,,,Reputation,Experience in industry,,,,,,,Reputation,No,,,,,,,,,,,,,,,,,,,,,,,the changes in Exterran (hiring personal for other kind of industry),,Other,,
2090674613,Eastern Hemisphere (EH Region),Engineering,,1 to 5 years,No,,UAE,,,,,,,,Global presence,,Experience in industry,,,,,,,Reliability,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090674288,Eastern Hemisphere (EH Region),Corporate/Office/Administration,,6 to 10 years,No,,Greenspoint South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090674131,Corporate Services Group (CSG),Corporate/Office/Administration,,Less than 1 year,No,,Houston - Greenspoint North,,Customer service,Technological innovation,,Reliability,Performance,Quality,,,,Expertise of people,,,,,,Speed in delivery,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090673566,Eastern Hemisphere (EH Region),Sales/Business Development,,Less than 1 year,No,,Singapore,,Customer service,,,,Performance,,,,,,,,,,,Technological innovatin,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090673484,North America (NA Region),Corporate/Office/Administration,,More than 10 years,No,,Houston - Greenspoint North,,,,,,,,Global presence,,,,Breadth and scale of offerings,,,,,Performance,No,,,,,,,,,,,,,,,,,,,,,,,n/a,,,,
2090673209,North America (NA Region),Field Operations,,More than 10 years,No,,"Wray, CO",,Customer service,Technological innovation,,,,Quality,,Reputation,Experience in industry,Expertise of people,,,,,,Technological innovatin,No,,,,,,,,,,,,,,,,,,,,,,,EQUIPMENT NOT AVALIABLE,,Delivery,,
2088335337,Eastern Hemisphere (EH Region),Corporate/Office/Administration,,6 to 10 years,Yes,No,Thailand,,Customer service,,,,,,,,Experience in industry,Expertise of people,,,,,,Global presence,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069539204,North America (NA Region),Engineering,,6 to 10 years,No,,"Broken Arrow, OK",,,,Market Leadership,Reliability,Performance,Quality,Global presence,,Experience in industry,Expertise of people,,Speed in delivery,,,,Global presence,No,,,,,,,,,,,,,,,,,,,,,,,PRICE,,Price,,
2069483133,North America (NA Region),Corporate/Office/Administration,Technical Support,1 to 5 years,No,,"Broken Arrow, OK",,,,,,,,,,Experience in industry,Expertise of people,Breadth and scale of offerings,,,,,Global presence,No,,,,,,,,,,,,,,,,,,,,,,,Quicker delivery.,,Delivery,,
2069115021,Operations Services Group (OSG),Engineering,,Less than 1 year,No,,"Broken Arrow, OK",,,,,,,Quality,,,,Expertise of people,,,,,,Experience in industry,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059277716,Eastern Hemisphere (EH Region),Sales/Business Development,,Less than 1 year,No,,Australia,,Customer service,,,Reliability,Performance,Quality,,Reputation,Experience in industry,Expertise of people,,,Competitive pricing,,,Experience in industry,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055640182,North America (NA Region),Engineering,,6 to 10 years,No,,"Broussard, LA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053094108,Corporate Services Group (CSG),Corporate/Office/Administration,,1 to 5 years,No,,Houston - Greenspoint North,,,,,,,Quality,,,,Expertise of people,,,,,,Breadth and scale of offerings,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053074650,North America (NA Region),Fabrication/Shop,,More than 10 years,No,,"Davis, Ok",,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052773342,North America (NA Region),Fabrication/Shop,,1 to 5 years,Yes,No,"Kilgore, TX",,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052573169,North America (NA Region),Corporate/Office/Administration,,Less than 1 year,No,,Houston - Brittmoore,,,,,,,,Global presence,,Experience in industry,,,,,,,Experience in industry,No,,,,,,,,,,,,,,,,,,,,,,,Only a guess...cost and/or lead time,,Price,Delivery,
2052460989,North America (NA Region),Field Operations,,1 to 5 years,No,,"Casper, WY",,Customer service,,,Reliability,Performance,Quality,Global presence,,Experience in industry,,,,Competitive pricing,,,Performance,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052452624,North America (NA Region),Fabrication/Shop,,More than 10 years,Yes,Yes,Houston - NHR,,Customer service,Technological innovation,,Reliability,Performance,Quality,Global presence,,Experience in industry,Expertise of people,,Speed in delivery,,,,Reliability,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
20523154,North America (NA Region),Field Operations,,More than 10 years,No,,"Arcadia, LA",,,,,,,,,,,Expertise of people,,,,,,Global presence,No,,,,,,,,,,,,,,,,,,,,,,,the lower prices of the newer eqipment that the other companys are setting,,Price,,
2050382287,Eastern Hemisphere (EH Region),Sales/Business Development,,1 to 5 years,Yes,No,Australia,,Customer service,,,,,,,,,,,,,,,Technological innovatin,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047012800,North America (NA Region),Field Operations,,Less than 1 year,No,,"Pocola, OK",,,,,,Performance,,,,,,,,,,,Technological innovatin,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039284749,Eastern Hemisphere (EH Region),Engineering,,1 to 5 years,Yes,No,UAE,,,,,,,,Global presence,,,,,,,,,Global presence,No,,,,,,,,,,,,,,,,,,,,,,,May be cost.,,Price,,
2039172530,Eastern Hemisphere (EH Region),Field Operations,,1 to 5 years,No,,UAE,,Customer service,,Market Leadership,Reliability,,,Global presence,,Experience in industry,Expertise of people,,Speed in delivery,Competitive pricing,,,Reliability,No,,,,,,,,,,,,,,,,,,,,,,,Better and more effective sales approach in line with the region's customer culture.,,Better sales approach,,
2029524269,North America (NA Region),Fabrication/Shop,,1 to 5 years,No,,"Fort Worth, TX",,Customer service,,Market Leadership,Reliability,Performance,Quality,Global presence,,Experience in industry,,,,,,,Technological innovatin,No,,,,,,,,,,,,,,,,,,,,,,,Not sure,,,,
2029419049,North America (NA Region),Engineering,,1 to 5 years,No,,Houston - Brittmoore,,,,,Reliability,,Quality,,,,,,,,,,Market leadership,No,,,,,,,,,,,,,,,,,,,,,,,PERSONAL PREFERENCE OR PRICE,,Delivery,Previous Relationship with Competitor,
2029333118,North America (NA Region),Engineering,,6 to 10 years,No,,"Broussard, LA",,,,,,,,,,,Expertise of people,,,,,,Global presence,No,,,,,,,,,,,,,,,,,,,,,,,Price delivery,,Price,Delivery,
2029082674,North America (NA Region),Corporate/Office/Administration,WAREHOUSE,1 to 5 years,No,,Houston - Brittmoore,,Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,,Speed in delivery,Competitive pricing,,I THINK THESE SHOULD BE THE AREAS TO IMPROVE,Market leadership,No,,,,,,,,,,,,,,,,,,,,,,,COSTUMER SERVICE THAT'S # 1 IN ALL SALES BUSSINESS,,Customer Service,,
20290257,North America (NA Region),Corporate/Office/Administration,,More than 10 years,No,,Greenspoint South,,Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,,,,,,Quality,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029017689,North America (NA Region),Field Operations,,1 to 5 years,No,,"Mineral Wells, TX",,Customer service,Technological innovation,,Reliability,Performance,Quality,,Reputation,Experience in industry,,,Speed in delivery,Competitive pricing,,,Market leadership,No,,,,,,,,,,,,,,,,,,,,,,,they would go the cheaper route if someone under bids us on something,,Price,,
2028924750,Corporate Services Group (CSG),Corporate/Office/Administration,,More than 10 years,Yes,No,Houston - Greenspoint North,,Customer service,,,,Performance,,,,,,Breadth and scale of offerings,,,,,Customer service,No,,,,,,,,,,,,,,,,,,,,,,,Customer Service and ability to make a quick decision about the product / service we are offering.,,Customer Service,,
2028886240,North America (NA Region),Sales/Business Development,,1 to 5 years,No,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028859821,Operations Services Group (OSG),Corporate/Office/Administration,,6 to 10 years,Yes,No,Houston - Brittmoore,,,,,,,,,,,Expertise of people,,,,,,Global presence,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028551432,North America (NA Region),Corporate/Office/Administration,,6 to 10 years,No,,"Schulenburg, TX",,Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,,Reputation,Experience in industry,Expertise of people,,,Competitive pricing,,,Competitive pricing,No,,,,,,,,,,,,,,,,,,,,,,,Pricing and availability,,Price,Delivery,
2028208075,North America (NA Region),Fabrication/Shop,,More than 10 years,No,,"Columbus, TX",,,,,,Performance,Quality,,,Experience in industry,Expertise of people,,,,,,Global presence,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025095317,North America (NA Region),Fabrication/Shop,transportation,1 to 5 years,No,,"Davis, Ok",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024595824,North America (NA Region),Fabrication/Shop,,More than 10 years,Yes,Yes,"Davis, Ok",,,,,Reliability,,,,,Experience in industry,,,,,,,Experience in industry,No,,,,,,,,,,,,,,,,,,,,,,,Availibilty and cost,,Delivery,Price,
2023297275,North America (NA Region),Engineering,,1 to 5 years,Yes,No,Houston - Brittmoore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023184356,Corporate Services Group (CSG),Corporate/Office/Administration,,1 to 5 years,No,,Houston - Brittmoore,,Customer service,,,,,Quality,Global presence,,Experience in industry,Expertise of people,,,,,,Global presence,No,,,,,,,,,,,,,,,,,,,,,,,Cost,,Price,,
2023017409,Corporate Services Group (CSG),Corporate/Office/Administration,,1 to 5 years,Yes,Yes,Houston - Greenspoint North,,,,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,,,,,,,Experience in industry,No,,,,,,,,,,,,,,,,,,,,,,,"Lower costs, faster delivery, better service",,Price,Delivery,Customer Service
2022896903,Eastern Hemisphere (EH Region),Engineering,,6 to 10 years,No,,UAE,,Customer service,,,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,,Speed in delivery,,,,Global presence,No,,,,,,,,,,,,,,,,,,,,,,,price,,Price,,
2022851977,Eastern Hemisphere (EH Region),Corporate/Office/Administration,,1 to 5 years,Yes,No,Houston - Greenspoint North,,,,,Reliability,,,Global presence,,Experience in industry,Expertise of people,Breadth and scale of offerings,,,,,Customer service,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022805238,North America (NA Region),Engineering,,6 to 10 years,No,,Greenspoint South,,,,,,,,Global presence,,Experience in industry,,,,,,,Experience in industry,No,,,,,,,,,,,,,,,,,,,,,,,The lack of Experienced Engineers,,Lack experienced personnel,,
2022715225,North America (NA Region),Engineering,,More than 10 years,Yes,Yes,Houston - Brittmoore,,Customer service,,Market Leadership,,Performance,,Global presence,Reputation,Experience in industry,Expertise of people,Breadth and scale of offerings,,,,,Market leadership,No,,,,,,,,,,,,,,,,,,,,,,,"Cost, Delivery, or prior bad experience with Exterran.",,Price,Delivery,Poor previous experience with Exterran
2022683197,North America (NA Region),Field Operations,,1 to 5 years,Yes,No,"Belle Chasse, LA",,Customer service,,,,,,Global presence,Reputation,Experience in industry,,,,Competitive pricing,,,Experience in industry,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022641861,Eastern Hemisphere (EH Region),Corporate/Office/Administration,,6 to 10 years,Yes,No,Pakistan,,,,,,,Quality,,,,,,,,,,Reliability,No,,,,,,,,,,,,,,,,,,,,,,,don't know,,,,
2021203510,Eastern Hemisphere (EH Region),Corporate/Office/Administration,HR,1 to 5 years,No,,Thailand,,Customer service,,,,,,,,,,,,,,,Speed in delivery,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210396,Eastern Hemisphere (EH Region),Fabrication/Shop,,6 to 10 years,Yes,No,Singapore,,Customer service,,,Reliability,Performance,Quality,,Reputation,,Expertise of people,,Speed in delivery,Competitive pricing,,,Global presence,No,,,,,,,,,,,,,,,,,,,,,,,pricing,,Price,,
2021022585,Eastern Hemisphere (EH Region),Corporate/Office/Administration,,1 to 5 years,No,,Pakistan,,,,,,,Quality,,,,,,,,,,Speed in delivery,No,,,,,,,,,,,,,,,,,,,,,,,I don't Know,,,,
2018453362,Corporate Services Group (CSG),Corporate/Office/Administration,,Less than 1 year,Yes,No,Houston - Greenspoint North,,,,,,,,Global presence,,Experience in industry,Expertise of people,Breadth and scale of offerings,,,,,Global presence,No,,,,,,,,,,,,,,,,,,,,,,,Price and timing,,Price,Delivery,
2018235296,Operations Services Group (OSG),Field Operations,,1 to 5 years,Yes,No,"Sonora, TX",,,,,,,,,Reputation,,,,,,,,Performance,No,,,,,,,,,,,,,,,,,,,,,,,bad experiance with company or company personal,,Poor previous experience with Exterran,,
2018064361,North America (NA Region),Corporate/Office/Administration,,6 to 10 years,No,,"Midland, TX",,Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,Competitive pricing,,,Market leadership,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018024780,North America (NA Region),Fabrication/Shop,,6 to 10 years,Yes,No,Houston - NHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017909848,North America (NA Region),Fabrication/Shop,,More than 10 years,No,,"Broken Arrow, OK",,Customer service,Technological innovation,,,,Quality,,,Experience in industry,Expertise of people,,,,,,Market leadership,No,,,,,,,,,,,,,,,,,,,,,,,They do not want a high spec. and top of the line product.,,Price,,
2017823879,Operations Services Group (OSG),Corporate/Office/Administration,,6 to 10 years,Yes,No,Greenspoint South,,Customer service,,,,,,Global presence,,Experience in industry,Expertise of people,,,,,,Global presence,No,,,,,,,,,,,,,,,,,,,,,,,Price,,Price,,
2017784066,Corporate Services Group (CSG),Corporate/Office/Administration,,1 to 5 years,No,,Houston - Greenspoint North,,Customer service,,,Reliability,Performance,Quality,,Reputation,,,,,,,,Speed in delivery,No,,,,,,,,,,,,,,,,,,,,,,,Pricing,,Price,,
2017757881,Corporate Services Group (CSG),Corporate/Office/Administration,,1 to 5 years,No,,Houston - Greenspoint North,,,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,,Experience in industry,Expertise of people,,Speed in delivery,,,,Reliability,No,,,,,,,,,,,,,,,,,,,,,,,untimely and/or inaccurate billing,,Billing issues,,
2017615268,North America (NA Region),Corporate/Office/Administration,,1 to 5 years,No,,"Fort Worth, TX",,Customer service,,Market Leadership,,,,Global presence,,Experience in industry,,,,Competitive pricing,,,Experience in industry,No,,,,,,,,,,,,,,,,,,,,,,,Competitive pricing & reputation,,Price,Reputation,
2017572585,Eastern Hemisphere (EH Region),Corporate/Office/Administration,,1 to 5 years,Yes,Yes,UAE,,Customer service,,,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,,,,,,Experience in industry,No,,,,,,,,,,,,,,,,,,,,,,,Price,,Price,,
2017541575,North America (NA Region),Corporate/Office/Administration,,Less than 1 year,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20174958,North America (NA Region),Fabrication/Shop,,More than 10 years,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017420485,Latin American (LA Region),Field Operations,,1 to 5 years,No,,Houston - Brittmoore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20174025,North America (NA Region),Field Operations,,1 to 5 years,No,,"Victoria, TX",,Customer service,,,Reliability,,,Global presence,Reputation,Experience in industry,Expertise of people,,,Competitive pricing,,,Experience in industry,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017307964,Eastern Hemisphere (EH Region),Corporate/Office/Administration,,Less than 1 year,Yes,No,Switzerland,,,,,,Performance,Quality,,,Experience in industry,Expertise of people,,,,,,Global presence,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015519167,Eastern Hemisphere (EH Region),Corporate/Office/Administration,,6 to 10 years,Yes,Yes,Italy,,Customer service,,Market Leadership,,,,,Reputation,,,,,,,,Competitive pricing,No,,,,,,,,,,,,,,,,,,,,,,,Reliability,,Reliability,,
2015318615,Eastern Hemisphere (EH Region),Corporate/Office/Administration,,6 to 10 years,Yes,Yes,UAE,,,,,,,,Global presence,,Experience in industry,,,,,,,Reputation,No,,,,,,,,,,,,,,,,,,,,,,,"They are not very well aware about the History of Exterran, as 95% of people I mat and talked personally and over phone, they get surprised and re ask ""What Company?, Can you Spell it?"". Every time I need to spell the company name and repeat the name 2-3 times. When I say, we were Hanover till 2007, they get bloomed and say surprisingly ""You are Hanover!!"" How come we didn't know you were there? The selected company name was not properly advertised and introduced in the industry, hence majoriy of the people and even many major oil and gas companies don't know ""who is Exterran?"" I would say, the selected company name was also difficult to pronounce for millions as some say Exteraan, Extron,  etc",,Unfamiliar with Exterran,,
2015175105,Eastern Hemisphere (EH Region),Engineering,,1 to 5 years,Yes,No,UAE,,Customer service,,,Reliability,Performance,Quality,Global presence,Reputation,,Expertise of people,,,Competitive pricing,,,Global presence,No,,,,,,,,,,,,,,,,,,,,,,,Costings,,Price,,
2015039032,Eastern Hemisphere (EH Region),Corporate/Office/Administration,Development of Procedures for Commissioning/Operations etc,1 to 5 years,No,,UAE,,Customer service,Technological innovation,,,,Quality,Global presence,,Experience in industry,,,Speed in delivery,Competitive pricing,,,Experience in industry,No,,,,,,,,,,,,,,,,,,,,,,,Probably Price,,Price,,
2014207520,Eastern Hemisphere (EH Region),Engineering,,1 to 5 years,Yes,No,UAE,,Customer service,,,Reliability,,,,Reputation,Experience in industry,,,,,,,Reputation,No,,,,,,,,,,,,,,,,,,,,,,,Competetive Pricing,,Price,,
2013594202,North America (NA Region),Field Operations,,6 to 10 years,No,,"Farmington, NM",,Customer service,,,Reliability,Performance,,,Reputation,,Expertise of people,,,,,,Quality,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013097583,Eastern Hemisphere (EH Region),Fabrication/Shop,,1 to 5 years,No,,Indonesia,,Customer service,Technological innovation,,Reliability,Performance,Quality,,,,Expertise of people,,Speed in delivery,,,,Breadth and scale of offerings,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013071932,Eastern Hemisphere (EH Region),Corporate/Office/Administration,,Less than 1 year,No,,Thailand,,Customer service,Technological innovation,,,,,Global presence,,Experience in industry,,,,Competitive pricing,,,Performance,No,,,,,,,,,,,,,,,,,,,,,,,-They don't know Exterran.  -They don't know its capacity.,,Unfamiliar with Exterran,,
20111910,Corporate Services Group (CSG),Corporate/Office/Administration,,Less than 1 year,Yes,Yes,Houston - Greenspoint North,,,,,Reliability,Performance,Quality,Global presence,,,,,Speed in delivery,Competitive pricing,,,Reputation,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010427830,North America (NA Region),Corporate/Office/Administration,,1 to 5 years,No,,Houston - Greenspoint North,,,,,,,Quality,,,,,,,,,,Breadth and scale of offerings,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010186607,All regions/functions (executive),Corporate/Office/Administration,,6 to 10 years,Yes,Yes,Houston - Greenspoint North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010032294,Corporate Services Group (CSG),Corporate/Office/Administration,,1 to 5 years,Yes,No,Houston - Greenspoint North,,Customer service,,,,,Quality,,,,Expertise of people,,,,,,Reputation,No,,,,,,,,,,,,,,,,,,,,,,,Poor experience from an previous transaction with Exterran.,,Poor previous experience with Exterran,,
2010031103,North America (NA Region),Field Operations,,6 to 10 years,No,,"Troy, PA",,,,,,,,Global presence,,,,,,Competitive pricing,,,Breadth and scale of offerings,No,,,,,,,,,,,,,,,,,,,,,,,speed of delivery,,Delivery,,
2010001710,North America (NA Region),Corporate/Office/Administration,,1 to 5 years,Yes,Yes,Greenspoint South,,,,Market Leadership,,,,,,Experience in industry,,Breadth and scale of offerings,,Competitive pricing,,,Customer service,No,,,,,,,,,,,,,,,,,,,,,,,1. Don't want to put all compression with one provider.  2. They get higher level of customer service from a smaller provider.,,Customer Service,Want multiple providers,
20067512,North America (NA Region),Engineering,,Less than 1 year,No,,Houston - Brittmoore,,,,Market Leadership,,,,Global presence,,Experience in industry,,Breadth and scale of offerings,,Competitive pricing,,,Competitive pricing,No,,,,,,,,,,,,,,,,,,,,,,,Can't think of any...,,,,
20062431,North America (NA Region),Field Operations,field service tech,Less than 1 year,No,,"Wexford, PA",,Customer service,Technological innovation,,Reliability,,Quality,,Reputation,,,,Speed in delivery,,,,Quality,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
20033636,North America (NA Region),Fabrication/Shop,,1 to 5 years,No,,"Davis, Ok",,,,,Reliability,,,Global presence,,Experience in industry,Expertise of people,,,,,,Experience in industry,No,,,,,,,,,,,,,,,,,,,,,,,Poor customer service,,Customer Service,,
2009898312,North America (NA Region),Sales/Business Development,,More than 10 years,No,,Greenspoint South,,,,,,,,,,,,,,,,,Reputation,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009855094,Corporate Services Group (CSG),Corporate/Office/Administration,,More than 10 years,Yes,Yes,Houston - Greenspoint North,,Customer service,,,Reliability,,,,Reputation,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,,,,Reliability,No,,,,,,,,,,,,,,,,,,,,,,,Price,,Price,,
2009821559,North America (NA Region),Sales/Business Development,,6 to 10 years,No,,"Broken Arrow, OK",,,,,Reliability,Performance,Quality,,Reputation,Experience in industry,Expertise of people,,Speed in delivery,,,,Experience in industry,No,,,,,,,,,,,,,,,,,,,,,,,"Price, Delivery, period.",,Price,Delivery,
2009754893,Corporate Services Group (CSG),Engineering,,More than 10 years,No,,Houston - Brittmoore,,Customer service,,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,,,,,,Reputation,No,,,,,,,,,,,,,,,,,,,,,,,Pricing,,Price,,
2009746246,Corporate Services Group (CSG),Corporate/Office/Administration,,Less than 1 year,No,,Houston - Brittmoore,,,,,,,,,,Experience in industry,,,,,,,Experience in industry,No,,,,,,,,,,,,,,,,,,,,,,,I don't have insight into this,,,,
2009724672,Corporate Services Group (CSG),Corporate/Office/Administration,,1 to 5 years,No,,Houston - Greenspoint North,,Customer service,,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,,Speed in delivery,,,,Market leadership,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009721393,Operations Services Group (OSG),Corporate/Office/Administration,,6 to 10 years,No,,Houston - Brittmoore,,Customer service,,,,,,,,Experience in industry,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009706281,North America (NA Region),Corporate/Office/Administration,,Less than 1 year,No,,Houston - Greenspoint North,,,,,,,,,,,,Breadth and scale of offerings,,,,,Quality,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009668727,Corporate Services Group (CSG),Corporate/Office/Administration,,More than 10 years,No,,Houston - NHR,,Customer service,Technological innovation,Market Leadership,,Performance,,,,Experience in industry,Expertise of people,,,,,,Global presence,No,,,,,,,,,,,,,,,,,,,,,,,Communication,,Communication,,
2009658877,North America (NA Region),Corporate/Office/Administration,,1 to 5 years,No,,Canada,,,Technological innovation,,,,,Global presence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009651426,Operations Services Group (OSG),Engineering,,1 to 5 years,Yes,No,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009649273,Operations Services Group (OSG),Corporate/Office/Administration,,More than 10 years,No,,"Broken Arrow, OK",,Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,,,Competitive pricing,,,Global presence,No,,,,,,,,,,,,,,,,,,,,,,,Faster Delivery.,,Delivery,,
2009643661,Corporate Services Group (CSG),Corporate/Office/Administration,,6 to 10 years,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009634309,Corporate Services Group (CSG),Corporate/Office/Administration,Training,More than 10 years,No,,Houston - Brittmoore,,,,,Reliability,Performance,Quality,,,,Expertise of people,,,,,,Market leadership,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
